time,values
248,0.8309280317
249,0.8309280317
250,0.8309280317
251,0.8309280317
252,0.8309280317
253,0.8309280317
254,0.8355666729
255,0.8404307434
256,0.8452427917
257,0.85005484
258,0.8548842291
259,0.8597222885
260,0.8645516775
261,0.8693897369
262,0.8742277963
263,0.8790571853
264,0.8838865744
265,0.8887072931
266,0.8935366821
267,0.8983660712
268,0.9032041306
269,0.9080335196
270,0.9128629086
271,0.9176922977
272,0.9225216867
273,0.9273597461
274,0.9321891352
275,0.9370185242
276,0.9418392429
277,0.9466686319
278,0.951498021
279,0.9563360804
280,0.9611741398
281,0.9660035288
282,0.9708415882
283,0.9756709773
284,0.9805003663
285,0.9852864036
286,0.9900897816
287,0.9949625224
288,0.9998699446
289,1
290,1
291,1
292,1
293,1
294,1
295,1
296,1
297,1
298,1
299,1
300,1
301,1
302,1
303,1
304,1
305,1
306,1
307,1
308,1
309,1
310,1
311,1
312,1
313,1
314,1
315,1
316,1
317,1
318,1
319,1
320,1
321,1
322,1
323,1
324,1
325,1
326,1
327,1
328,1
329,1
330,1
331,1
332,1
333,1
334,1
335,1
336,1
337,1
338,1
339,1
340,1
341,1
342,1
343,1
344,1
345,1
346,1
347,1
348,1
349,1
350,1
351,1
352,1
353,1
354,1
355,1
356,1
357,1
358,1
359,1
360,1
361,1
362,1
363,1
364,1
365,1
366,1
367,1
368,1
369,1
370,1
371,1
372,1
373,1
374,1
375,1
376,1
377,1
378,1
379,1
380,1
381,1
382,1
383,1
384,1
385,1
386,1
387,1
388,1
389,1
390,1
391,1
392,1
393,1
394,1
395,1
396,1
397,1
398,1
399,1
400,1
401,1
402,1
403,1
404,1
405,1
406,1
407,1
408,1
409,1
410,1
411,1
412,1
413,1
414,1
415,1
416,1
417,1
418,1
419,1
420,1
421,1
422,1
423,1
424,1
425,1
426,1
427,1
428,1
429,1
430,1
431,1
432,1
433,1
434,1
435,1
436,1
437,1
438,1
439,1
440,1
441,1
442,1
443,1
444,1
445,1
446,1
447,1
448,1
449,1
450,1
451,1
452,1
453,1
454,1
455,1
456,1
457,1
458,1
459,1
460,1
461,1
462,1
463,1
464,1
465,1
466,1
467,1
468,1
469,1
470,1
471,1
472,1
473,1
474,1
475,1
476,1
477,0.997476926
478,0.9925781741
479,0.9877487851
480,0.9829454071
481,0.9781160181
482,0.9732779587
483,0.9684485696
484,0.9636105102
485,0.9587724508
486,0.9539430618
487,0.9491136727
488,0.9442842837
489,0.939463565
490,0.9346341759
491,0.9297961165
492,0.9249667275
493,0.9201373385
494,0.9153079494
495,0.9104785604
496,0.905640501
497,0.9008111119
498,0.8959817229
499,0.8911523338
500,0.8863316152
501,0.8815022261
502,0.8766728371
503,0.8718347777
504,0.8669967183
505,0.8621586589
506,0.8573292698
507,0.8524998808
508,0.8476878325
509,0.8429017952
510,0.8380637358
511,0.8331389728
512,0.8309280317
513,0.8309280317
514,0.8309280317
515,0.8309280317
516,0.8309280317
517,0.8309280317
518,0.8309280317
519,0.8309280317
520,0.8309280317
521,0.8309280317
522,0.8309280317
523,0.8309280317
524,0.8309280317
525,0.8309280317
526,0.8309280317
527,0.8309280317
528,0.8309280317
529,0.8309280317
530,0.8309280317
531,0.8309280317
532,0.8309280317
533,0.8309280317
534,0.8309280317
535,0.8309280317
536,0.8309280317
537,0.8309280317
538,0.8309280317
539,0.8309280317
540,0.8309280317
541,0.8309280317
542,0.8309280317
543,0.8309280317
544,0.8309280317
545,0.8309280317
546,0.8309280317
547,0.8309280317
548,0.8309280317
549,0.8309280317
550,0.8309280317
551,0.8309280317
552,0.8309280317
553,0.8309280317
554,0.8309280317
555,0.8309280317
556,0.8309280317
557,0.8309280317
558,0.8309280317
559,0.8309280317
560,0.8309280317
561,0.8309280317
562,0.8309280317
563,0.8309280317
564,0.8309280317
565,0.8309280317
566,0.8309280317
567,0.8309280317
568,0.8309280317
569,0.8309280317
570,0.8309280317
571,0.8309280317
572,0.8309280317
573,0.8309280317
574,0.8309280317
575,0.8309280317
576,0.8309280317
577,0.8309280317
578,0.8309280317
579,0.8309280317
580,0.8309280317
581,0.8309280317
582,0.8309280317
583,0.8309280317
584,0.8309280317
585,0.8309280317
586,0.8309280317
587,0.8309280317
588,0.8309280317
589,0.8309280317
590,0.8309280317
591,0.8309280317
592,0.8309280317
593,0.827173767
594,0.8223357076
595,0.8175063185
596,0.8126769295
597,0.8078301997
598,0.80298347
599,0.7981454106
600,0.7933246919
601,0.7885039732
602,0.7836832545
603,0.7788625358
604,0.7740244764
605,0.7691950874
606,0.7643656983
607,0.7595363093
608,0.7546982499
609,0.7498688608
610,0.7450394718
611,0.7402100828
612,0.7353720234
613,0.7305252936
614,0.7256872342
615,0.7208491748
616,0.7160111154
617,0.711173056
618,0.7063349966
619,0.7015056076
620,0.6966762185
621,0.6918468295
622,0.6870261108
623,0.6822053921
624,0.6773760031
625,0.6725552844
626,0.6677345657
627,0.6629051766
628,0.6580757876
629,0.6532463986
630,0.6484083391
631,0.6435789501
632,0.6387495611
633,0.6339115017
634,0.6290821126
635,0.6242527236
636,0.6194146642
637,0.6145852751
638,0.6097558861
639,0.604926497
640,0.600097108
641,0.595267719
642,0.5904383299
643,0.5856002705
644,0.5807708815
645,0.5759414924
646,0.5711121034
647,0.5662827143
648,0.5614533253
649,0.5566152659
650,0.5517858769
651,0.5469564878
652,0.5421270988
653,0.5372977097
654,0.5324683207
655,0.5276389316
656,0.522818213
657,0.5179974943
658,0.5131681052
659,0.5083473865
660,0.5035179975
661,0.4986886085
662,0.4938505491
663,0.48902116
664,0.4841831006
665,0.4793450412
666,0.4745069818
667,0.4696689224
668,0.464830863
669,0.4599928036
670,0.4551634146
671,0.4503253552
672,0.4454959661
673,0.4406665771
674,0.435837188
675,0.431007799
676,0.4261697396
677,0.4213403505
678,0.4165109615
679,0.4116815725
680,0.4068435131
681,0.402014124
682,0.3971934053
683,0.3923726866
684,0.3875432976
685,0.3827139086
686,0.3778671788
687,0.3730291194
688,0.3681997304
689,0.363361671
690,0.3601276277
691,0.3601276277
692,0.3601276277
693,0.3601276277
694,0.3601276277
695,0.3601276277
696,0.3601276277
697,0.3601276277
698,0.3601276277
699,0.3601276277
700,0.3601276277
701,0.3601276277
702,0.3601276277
703,0.3601276277
704,0.3601276277
705,0.3601276277
706,0.3601276277
707,0.3601276277
708,0.3601276277
709,0.3601276277
710,0.3601276277
711,0.3601276277
712,0.3601276277
713,0.3601276277
714,0.3601276277
715,0.3601276277
716,0.3601276277
717,0.3601276277
718,0.3601276277
719,0.3601276277
720,0.3601276277
721,0.3601276277
722,0.3601276277
723,0.3601276277
724,0.3601276277
725,0.3601276277
726,0.3601276277
727,0.3601276277
728,0.3601276277
729,0.3601276277
730,0.3601276277
731,0.3601276277
732,0.3601276277
733,0.3601276277
734,0.3601276277
735,0.3601276277
736,0.3601276277
737,0.3601276277
738,0.3601276277
739,0.3601276277
740,0.3601276277
741,0.3601276277
742,0.3601276277
743,0.3601276277
744,0.3601276277
745,0.3601276277
746,0.3601276277
747,0.3601276277
748,0.3601276277
749,0.3601276277
750,0.3601276277
751,0.3601276277
752,0.3601276277
753,0.3601276277
754,0.3601276277
755,0.3601276277
756,0.3601276277
757,0.3601276277
758,0.3601276277
759,0.3601276277
760,0.3601276277
761,0.3601276277
762,0.3601276277
763,0.3601276277
764,0.3601276277
765,0.3601276277
766,0.3601276277
767,0.3601276277
768,0.3601276277
769,0.3601276277
770,0.3601276277
771,0.3573964651
772,0.3524977132
773,0.3476769945
774,0.3428649462
775,0.3380355571
776,0.3332061681
777,0.328376779
778,0.3235387196
779,0.3187006602
780,0.3138626008
781,0.3090332118
782,0.3042124931
783,0.2993831041
784,0.294553715
785,0.289724326
786,0.2848862666
787,0.2800568775
788,0.2752274885
789,0.2703980995
790,0.2655687104
791,0.2607393214
792,0.255901262
793,0.2510805433
794,0.2462511542
795,0.2414304356
796,0.2365923762
797,0.2317543168
798,0.2269162574
799,0.2220868683
800,0.2172574793
801,0.2124194199
802,0.2076160419
803,0.2028213343
804,0.1979832749
805,0.1930585119
806,0.1910556594
807,0.1910556594
808,0.1910556594
809,0.1910556594
810,0.1910556594
811,0.1910556594
812,0.1910556594
813,0.1910556594
814,0.1910556594
815,0.1910556594
816,0.1910556594
817,0.1910556594
818,0.1910556594
819,0.1910556594
820,0.1910556594
821,0.1910556594
822,0.1910556594
823,0.1910556594
824,0.1910556594
825,0.1910556594
826,0.1910556594
827,0.1910556594
828,0.1910556594
829,0.1910556594
830,0.1910556594
831,0.1910556594
832,0.1910556594
833,0.1910556594
834,0.1910556594
835,0.1910556594
836,0.1910556594
837,0.1910556594
838,0.1910556594
839,0.1910556594
840,0.1910556594
841,0.1910556594
842,0.1910556594
843,0.1910556594
844,0.1910556594
845,0.1910556594
846,0.1910556594
847,0.1910556594
848,0.1910556594
849,0.1910556594
850,0.1910556594
851,0.1910556594
852,0.1910556594
853,0.1910556594
854,0.1910556594
855,0.1910556594
856,0.1910556594
857,0.1910556594
858,0.1910556594
859,0.1910556594
860,0.1910556594
861,0.1910556594
862,0.1910556594
863,0.1910556594
864,0.1910556594
865,0.1910556594
866,0.1910556594
867,0.1910556594
868,0.1910556594
869,0.1910556594
870,0.1910556594
871,0.1910556594
872,0.1910556594
873,0.1910556594
874,0.1910556594
875,0.1910556594
876,0.1910556594
877,0.1910556594
878,0.1910556594
879,0.1910556594
880,0.1910556594
881,0.1910556594
882,0.1910556594
883,0.1910556594
884,0.1910556594
885,0.1910556594
886,0.1910556594
887,0.1910556594
888,0.1910556594
889,0.1910556594
890,0.1910556594
891,0.1910556594
892,0.1910556594
893,0.1910556594
894,0.1910556594
895,0.1910556594
896,0.1910556594
897,0.1910556594
898,0.1910556594
899,0.1910556594
900,0.1910556594
901,0.1910556594
902,0.1910556594
903,0.1910556594
904,0.1910556594
905,0.1910556594
906,0.1910556594
907,0.1910556594
908,0.1910556594
909,0.1910556594
910,0.1910556594
911,0.1910556594
912,0.1910556594
913,0.1910556594
914,0.1910556594
915,0.1910556594
916,0.1910556594
917,0.1910556594
918,0.1910556594
919,0.1910556594
920,0.1910556594
921,0.1910556594
922,0.1910556594
923,0.1910556594
924,0.1910556594
925,0.1910556594
926,0.1910556594
927,0.1910556594
928,0.1910556594
929,0.1910556594
930,0.1910556594
931,0.1910556594
932,0.1910556594
933,0.1910556594
934,0.1910556594
935,0.1910556594
936,0.1910556594
937,0.1910556594
938,0.1910556594
939,0.1910556594
940,0.1910556594
941,0.1910556594
942,0.1910556594
943,0.1910556594
944,0.1910556594
945,0.1910556594
946,0.1910556594
947,0.1910556594
948,0.1910556594
949,0.1910556594
950,0.1910556594
951,0.1910556594
952,0.1910556594
953,0.1910556594
954,0.1910556594
955,0.1910556594
956,0.1910556594
957,0.1910556594
958,0.1910556594
959,0.1910556594
960,0.1910556594
961,0.1910556594
962,0.1910556594
963,0.1910556594
964,0.1910556594
965,0.1910556594
966,0.1910556594
967,0.1910556594
968,0.1910556594
969,0.1910556594
970,0.1910556594
971,0.1910556594
972,0.1910556594
973,0.1910556594
974,0.1910556594
975,0.1910556594
976,0.1910556594
977,0.1910556594
978,0.1910556594
979,0.1910556594
980,0.1910556594
981,0.1910556594
982,0.1910556594
983,0.1910556594
984,0.1910556594
985,0.1910556594
986,0.1910556594
987,0.1910556594
988,0.1910556594
989,0.1910556594
990,0.1910556594
991,0.1910556594
992,0.1910556594
993,0.1910556594
994,0.1916799251
995,0.1966133584
996,0.2014774289
997,0.2062721365
998,0.2110668441
999,0.2158962332
1000,0.2207342926
1001,0.2255636816
1002,0.230401741
1003,0.2352398004
1004,0.2400691895
1005,0.2448985785
1006,0.2497279675
1007,0.2545486862
1008,0.2593780753
1009,0.2642161347
1010,0.2690455237
1011,0.2738749128
1012,0.2787043018
1013,0.2835336908
1014,0.2883630799
1015,0.2932011393
1016,0.2980305283
1017,0.3028599174
1018,0.3076806361
1019,0.3125100251
1020,0.3173394141
1021,0.3221774735
1022,0.3270155329
1023,0.3318535923
1024,0.3366829814
1025,0.3415123704
1026,0.3463244188
1027,0.3511451374
1028,0.3560178783
1029,0.3601276277
1030,0.3601276277
1031,0.3601276277
1032,0.3601276277
1033,0.3601276277
1034,0.3601276277
1035,0.3601276277
1036,0.3601276277
1037,0.3601276277
1038,0.3601276277
1039,0.3601276277
1040,0.3601276277
1041,0.3601276277
1042,0.3601276277
1043,0.3601276277
1044,0.3601276277
1045,0.3601276277
1046,0.3601276277
1047,0.3601276277
1048,0.3601276277
1049,0.3601276277
1050,0.3601276277
1051,0.3601276277
1052,0.3601276277
1053,0.3601276277
1054,0.3601276277
1055,0.3601276277
1056,0.3601276277
1057,0.3601276277
1058,0.3601276277
1059,0.3601276277
1060,0.3601276277
1061,0.3601276277
1062,0.3601276277
1063,0.3601276277
1064,-0.8266188641
1065,-0.8300003035
1066,-0.8333557318
1067,-0.8366764786
1068,-0.8399885551
1069,-0.8433179724
1070,-0.8466473896
1071,-0.8499768068
1072,-0.8533148944
1073,-0.8566443116
1074,-0.8599823992
1075,-0.8633204868
1076,-0.8666585743
1077,-0.8699879916
1078,-0.8733260791
1079,-0.8766554964
1080,-0.8799762432
1081,-0.8833056604
1082,-0.8866350777
1083,-0.8899644949
1084,-0.8933025825
1085,-0.8966319997
1086,-0.8999700873
1087,-0.9032995045
1088,-0.9066289217
1089,-0.9099670093
1090,-0.9132964265
1091,-0.9166258437
1092,-0.919955261
1093,-0.9232933485
1094,-0.9266227658
1095,-0.929952183
1096,-0.9332902706
1097,-0.9366196878
1098,-0.9399404346
1099,-0.9432698519
1100,-0.9465992691
1101,-0.9499286863
1102,-0.9532667739
1103,-0.9566048615
1104,-0.959942949
1105,-0.9632810366
1106,-0.9666104538
1107,-0.9699398711
1108,-0.9732779587
1109,-0.9766073759
1110,-0.9799367931
1111,-0.9832488696
1112,-0.9865522758
1113,-0.9898643523
1114,-0.9932111102
1115,-0.9965925496
1116,-1
1117,-0.9996271746
1118,-0.9982572582
1119,-0.9968786714
1120,-0.9955087549
1121,-0.9941388384
1122,-0.992768922
1123,-0.9913990055
1124,-0.990029089
1125,-0.9886591726
1126,-0.9872805858
1127,-0.9859106693
1128,-0.9845320825
1129,-0.983162166
1130,-0.9817835792
1131,-0.9804136627
1132,-0.9790350759
1133,-0.9776651595
1134,-0.976295243
1135,-0.9749253265
1136,-0.9735554101
1137,-0.9721854936
1138,-0.9708155772
1139,-0.9694456607
1140,-0.9680844146
1141,-0.9667144981
1142,-0.9653445817
1143,-0.9639746652
1144,-0.9626047488
1145,-0.9612348323
1146,-0.9598649158
1147,-0.9584949994
1148,-0.9571164126
1149,-0.9557464961
1150,-0.9543765796
1151,-0.9530066632
1152,-0.9516367467
1153,-0.9502668302
1154,-0.9488969138
1155,-0.9475269973
1156,-0.9461484105
1157,-0.944778494
1158,-0.9434085776
1159,-0.9420386611
1160,-0.9406687447
1161,-0.9392988282
1162,-0.9379289117
1163,-0.9365503249
1164,-0.9351804085
1165,-0.933810492
1166,-0.9324405755
1167,-0.9310706591
1168,-0.9297007426
1169,-0.9283308262
1170,-0.9269522393
1171,-0.9255823229
1172,-0.9242124064
1173,-0.92284249
1174,-0.9214725735
1175,-0.920102657
1176,-0.9187327406
1177,-0.9173628241
1178,-0.9159842373
1179,-0.9146143208
1180,-0.9132444044
1181,-0.9118744879
1182,-0.9104959011
1183,-0.9091259846
1184,-0.9077560682
1185,-0.9063774813
1186,-0.9050075649
1187,-0.9036376484
1188,-0.9022590616
1189,-0.9008891451
1190,-0.8995105583
1191,-0.8981406419
1192,-0.8967707254
1193,-0.8953921386
1194,-0.8940222221
1195,-0.8926523057
1196,-0.8912737188
1197,-0.8899038024
1198,-0.8885338859
1199,-0.8871552991
1200,-0.8857853826
1201,-0.8844154662
1202,-0.8830455497
1203,-0.8816756333
1204,-0.8802970464
1205,-0.87892713
1206,-0.8775572135
1207,-0.8761872971
1208,-0.8748173806
1209,-0.8734474641
1210,-0.8720775477
1211,-0.8707076312
1212,-0.8693377148
1213,-0.8679677983
1214,-0.8665978818
1215,-0.8652279654
1216,-0.8638580489
1217,-0.8624881324
1218,-0.8611268863
1219,-0.8597569699
1220,-0.8583870534
1221,-0.857017137
1222,-0.8556472205
1223,-0.854277304
1224,-0.8529073876
1225,-0.8515374711
1226,-0.8501675547
1227,-0.8487976382
1228,-0.8474277217
1229,-0.8460578053
1230,-0.8446878888
1231,-0.8433179724
1232,-0.8419480559
1233,-0.8405781394
1234,-0.839208223
1235,-0.8378383065
1236,-0.83646839
1237,-0.8350898032
1238,-0.8337198868
1239,-0.8323499703
1240,-0.8309800538
1241,-0.8296101374
1242,-0.8282402209
1243,-0.8268616341
1244,-0.8254917176
1245,-0.8241218012
1246,-0.8227518847
1247,-0.8213819683
1248,-0.8200120518
1249,-0.8186421353
1250,-0.8172722189
1251,-0.8158936321
1252,-0.8145237156
1253,-0.8131537991
1254,-0.8117838827
1255,-0.8104139662
1256,-0.8090440498
1257,-0.8076741333
1258,-0.8063042168
1259,-0.8049343004
1260,-0.8035557135
1261,-0.8021857971
1262,-0.8008158806
1263,-0.7994459642
1264,-0.7980760477
1265,-0.7967061312
1266,-0.7953362148
1267,-0.7939662983
1268,-0.7925963819
1269,-0.7912264654
1270,-0.7898478786
1271,-0.7884779621
1272,-0.7871080457
1273,-0.7857381292
1274,-0.7843682127
1275,-0.7829982963
1276,-0.7816283798
1277,-0.7802584634
1278,-0.7788885469
1279,-0.7775099601
1280,-0.7761400436
1281,-0.7747701272
1282,-0.7734002107
1283,-0.7720302942
1284,-0.7706603778
1285,-0.7692904613
1286,-0.7679205448
1287,-0.766541958
1288,-0.7651720416
1289,-0.7638021251
1290,-0.7624322086
1291,-0.7610622922
1292,-0.7596923757
1293,-0.7583137889
1294,-0.7569438724
1295,-0.755573956
1296,-0.7542040395
1297,-0.7528341231
1298,-0.7514555362
1299,-0.7500856198
1300,-0.7487157033
1301,-0.7473457869
1302,-0.7459758704
1303,-0.7446059539
1304,-0.7432273671
1305,-0.7418574507
1306,-0.7404875342
1307,-0.7391176177
1308,-0.7377477013
1309,-0.7363777848
1310,-0.7350078683
1311,-0.7336379519
1312,-0.7322680354
1313,-0.730898119
1314,-0.7295282025
1315,-0.728158286
1316,-0.7267883696
1317,-0.7254184531
1318,-0.724057207
1319,-0.7226872906
1320,-0.7213173741
1321,-0.7199474576
1322,-0.7185775412
1323,-0.7172076247
1324,-0.7158377083
1325,-0.7144677918
1326,-0.7131065457
1327,-0.7117366292
1328,-0.7103667128
1329,-0.7089967963
1330,-0.7076268798
1331,-0.7062569634
1332,-0.7048870469
1333,-0.7035171305
1334,-0.7021385436
1335,-0.7007686272
1336,-0.6993987107
1337,-0.6980287943
1338,-0.6966588778
1339,-0.6952889613
1340,-0.6939103745
1341,-0.6925404581
1342,-0.6911705416
1343,-0.6897919548
1344,-0.6884220383
1345,-0.6870521219
1346,-0.685673535
1347,-0.6843036186
1348,-0.6829250318
1349,-0.6815551153
1350,-0.6801765285
1351,-0.678806612
1352,-0.6774366956
1353,-0.6760581087
1354,-0.6746881923
1355,-0.6733096055
1356,-0.671939689
1357,-0.6705697725
1358,-0.6691911857
1359,-0.6678212693
1360,-0.6664513528
1361,-0.6650814363
1362,-0.6637115199
1363,-0.6623329331
1364,-0.6609630166
1365,-0.6595931001
1366,-0.6582231837
1367,-0.6568532672
1368,-0.6554833507
1369,-0.6541134343
1370,-0.6527435178
1371,-0.651364931
1372,-0.6499950145
1373,-0.6486250981
1374,-0.6472551816
1375,-0.6458852652
1376,-0.6445153487
1377,-0.6431454322
1378,-0.6417668454
1379,-0.640396929
1380,-0.6390270125
1381,-0.637657096
1382,-0.6362871796
1383,-0.6349172631
1384,-0.6335473467
1385,-0.6321774302
1386,-0.6308075137
1387,-0.6294375973
1388,-0.6280676808
1389,-0.6266977643
1390,-0.6253365182
1391,-0.6239666018
1392,-0.6225966853
1393,-0.6212267689
1394,-0.6198655228
1395,-0.6184956063
1396,-0.6171170195
1397,-0.615747103
1398,-0.6143771866
1399,-0.6129985997
1400,-0.6116286833
1401,-0.6102500965
1402,-0.60888018
1403,-0.6075015932
1404,-0.6061230064
1405,-0.6047530899
1406,-0.6033831734
1407,-0.6020045866
1408,-0.6006346702
1409,-0.5992647537
1410,-0.5978948372
1411,-0.5965249208
1412,-0.5951550043
1413,-0.5937850879
1414,-0.5924151714
1415,-0.5910365846
1416,-0.589640657
1417,-0.5862765584
1418,-0.5828864487
1419,-0.5795396907
1420,-0.5762276142
1421,-0.5729242081
1422,-0.5696121316
1423,-0.5662827143
1424,-0.5629446268
1425,-0.5596152095
1426,-0.5562857923
1427,-0.5529477047
1428,-0.5496096172
1429,-0.5462715296
1430,-0.5429421124
1431,-0.5396040248
1432,-0.5362746076
1433,-0.5329451903
1434,-0.5296244435
1435,-0.5262950262
1436,-0.5229569387
1437,-0.5196275214
1438,-0.5162981042
1439,-0.5129600166
1440,-0.5096305994
1441,-0.5063011822
1442,-0.502971765
1443,-0.4996336774
1444,-0.4963042602
1445,-0.492974843
1446,-0.4896367554
1447,-0.4863073382
1448,-0.4829692506
1449,-0.4796398334
1450,-0.4763190865
1451,-0.4729896693
1452,-0.469660252
1453,-0.4663308348
1454,-0.4629927472
1455,-0.4596546597
1456,-0.4563165721
1457,-0.4529784845
1458,-0.4496490673
1459,-0.4463196501
1460,-0.4429815625
1461,-0.4396521453
1462,-0.4363400688
1463,-0.4330193219
1464,-0.4296812343
1465,-0.4262997949
1466,-0.4231351145
1467,-0.4217738684
1468,-0.4204039519
1469,-0.4190340355
1470,-0.417664119
1471,-0.4163028729
1472,-0.4149329565
1473,-0.41356304
1474,-0.4122017939
1475,-0.4108318774
1476,-0.409461961
1477,-0.4080920445
1478,-0.4067221281
1479,-0.4053522116
1480,-0.4039822951
1481,-0.4026037083
1482,-0.4012337919
1483,-0.3998638754
1484,-0.3984939589
1485,-0.3971240425
1486,-0.395754126
1487,-0.3943928799
1488,-0.3930229634
1489,-0.3916617173
1490,-0.3902918009
1491,-0.3889305548
1492,-0.3875693087
1493,-0.3861993922
1494,-0.3848381461
1495,-0.3834769
1496,-0.3821069835
1497,-0.3807457374
1498,-0.379375821
1499,-0.3780145749
1500,-0.3766446584
1501,-0.3752747419
1502,-0.3739048255
1503,-0.3725435794
1504,-0.3711736629
1505,-0.3698037465
1506,-0.3684425004
1507,-0.3670725839
1508,-0.3657026674
1509,-0.364332751
1510,-0.3629715049
1511,-0.3616015884
1512,-0.3602316719
1513,-0.3588617555
1514,-0.3575005094
1515,-0.3561305929
1516,-0.3547606765
1517,-0.3533994304
1518,-0.3520295139
1519,-0.3506595974
1520,-0.349289681
1521,-0.3479284349
1522,-0.3465585184
1523,-0.3451886019
1524,-0.3438186855
1525,-0.342448769
1526,-0.3410875229
1527,-0.3397176065
1528,-0.33834769
1529,-0.3369777735
1530,-0.3356078571
1531,-0.3342379406
1532,-0.3328593538
1533,-0.3314894373
1534,-0.3301195209
1535,-0.3287496044
1536,-0.327379688
1537,-0.3260097715
1538,-0.324639855
1539,-0.3232786089
1540,-0.3219086925
1541,-0.320538776
1542,-0.3191688595
1543,-0.3177989431
1544,-0.3164290266
1545,-0.3150591102
1546,-0.3136978641
1547,-0.3123279476
1548,-0.3109580311
1549,-0.309596785
1550,-0.3082268686
1551,-0.3068569521
1552,-0.305495706
1553,-0.3041257895
1554,-0.3027645434
1555,-0.301394627
1556,-0.3000247105
1557,-0.2986634644
1558,-0.297293548
1559,-0.2959323018
1560,-0.2945710557
1561,-0.2932011393
1562,-0.2918398932
1563,-0.2904699767
1564,-0.2891087306
1565,-0.2877388142
1566,-0.2863775681
1567,-0.2850076516
1568,-0.2836464055
1569,-0.282276489
1570,-0.2809152429
1571,-0.2795453265
1572,-0.2781840804
1573,-0.2768141639
1574,-0.2754529178
1575,-0.2740830013
1576,-0.2727130849
1577,-0.2713431684
1578,-0.2699819223
1579,-0.2686120058
1580,-0.2672420894
1581,-0.2658721729
1582,-0.2645109268
1583,-0.2631410104
1584,-0.2617710939
1585,-0.2604011774
1586,-0.2590399313
1587,-0.2576700149
1588,-0.2563000984
1589,-0.2549301819
1590,-0.2535689358
1591,-0.2521990194
1592,-0.2508291029
1593,-0.2494591865
1594,-0.2480979404
1595,-0.2467280239
1596,-0.2453581074
1597,-0.243988191
1598,-0.2426269449
1599,-0.2412570284
1600,-0.2398871119
1601,-0.2385171955
1602,-0.2371559494
1603,-0.2357860329
1604,-0.2344161165
1605,-0.2330548704
1606,-0.2316849539
1607,-0.2303150374
1608,-0.2289537913
1609,-0.2275838749
1610,-0.2262139584
1611,-0.2248440419
1612,-0.2234827958
1613,-0.2221128794
1614,-0.2207429629
1615,-0.2193817168
1616,-0.2180118004
1617,-0.2166418839
1618,-0.2152806378
1619,-0.2139107213
1620,-0.2125408049
1621,-0.2111795588
1622,-0.2098096423
1623,-0.2084397258
1624,-0.2070784797
1625,-0.2057085633
1626,-0.2043386468
1627,-0.2029687304
1628,-0.2016074843
1629,-0.2002375678
1630,-0.1988676513
1631,-0.1975064052
1632,-0.1961364888
1633,-0.1947665723
1634,-0.1934053262
1635,-0.1920354097
1636,-0.1906654933
1637,-0.1892955768
1638,-0.1879343307
1639,-0.1865644143
1640,-0.1851944978
1641,-0.1838332517
1642,-0.1824633352
1643,-0.1810934188
1644,-0.1797235023
1645,-0.1783622562
1646,-0.1769923397
1647,-0.1756224233
1648,-0.1742525068
1649,-0.1728912607
1650,-0.1715213443
1651,-0.1701514278
1652,-0.1687901817
1653,-0.1674202652
1654,-0.1660503488
1655,-0.1646891027
1656,-0.1633191862
1657,-0.1619579401
1658,-0.1605880236
1659,-0.1592267775
1660,-0.1578568611
1661,-0.156495615
1662,-0.1551256985
1663,-0.1537644524
1664,-0.1523945359
1665,-0.1510332898
1666,-0.1496633734
1667,-0.1483021273
1668,-0.1469322108
1669,-0.1455709647
1670,-0.1442010482
1671,-0.1428398021
1672,-0.1414698857
1673,-0.1401086396
1674,-0.1387387231
1675,-0.1373688067
1676,-0.1360075606
1677,-0.1346376441
1678,-0.1332677276
1679,-0.1319064815
1680,-0.1305365651
1681,-0.1291666486
1682,-0.1277967321
1683,-0.1264268157
1684,-0.1250655696
1685,-0.1236956531
1686,-0.1223257367
1687,-0.1209558202
1688,-0.1195859037
1689,-0.1182159873
1690,-0.1168460708
1691,-0.1154761543
1692,-0.1141062379
1693,-0.1127363214
1694,-0.111366405
1695,-0.1099964885
1696,-0.108626572
1697,-0.1072566556
1698,-0.1058867391
1699,-0.1045168227
1700,-0.1031469062
1701,-0.1017856601
1702,-0.1004157436
1703,-0.09904582717
1704,-0.09767591071
1705,-0.09630599425
1706,-0.09494474815
1707,-0.09357483169
1708,-0.09220491523
1709,-0.09084366912
1710,-0.08947375266
1711,-0.0881038362
1712,-0.08673391974
1713,-0.08537267363
1714,-0.08400275717
1715,-0.08263284071
1716,-0.08126292425
1717,-0.07990167815
1718,-0.07853176169
1719,-0.07716184523
1720,-0.07580059912
1721,-0.07443068266
1722,-0.0730607662
1723,-0.07169084974
1724,-0.07032960363
1725,-0.06895968717
1726,-0.06758977071
1727,-0.06622852461
1728,-0.06485860815
1729,-0.06348869169
1730,-0.06211877523
1731,-0.06075752912
1732,-0.05938761266
1733,-0.0580176962
1734,-0.0566564501
1735,-0.05528653363
1736,-0.05391661717
1737,-0.05254670071
1738,-0.05118545461
1739,-0.04981553815
1740,-0.04845429204
1741,-0.04708437558
1742,-0.04572312948
1743,-0.04435321302
1744,-0.04299196691
1745,-0.04163072081
1746,-0.04026080435
1747,-0.03889955825
1748,-0.03752964178
1749,-0.03615972532
1750,-0.03478980886
1751,-0.0334198924
1752,-0.03204997594
1753,-0.03068005948
1754,-0.02931014302
